Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL28286,NanoString nCounter Human miRGE Expression Assay Custom CodeSet [WHEL],other,Homo sapiens,164,1253,1,Loki Natarajan,27-Mar-20
GPL28311,DanielBaughInstitute-BioMark145,RT-PCR,Rattus norvegicus,145,72,1,Mary Staehle,27-Mar-20
GPL28312,Thermo Fisher Scientific  TaqMan,RT-PCR,Homo sapiens,32,348,3,Hemmo Drexhage,27-Mar-20
GPL28315,Illumina HiSeq 2500 (Rana omeimontis),high-throughput sequencing,Rana omeimontis,0,18,2,GEO,27-Mar-20
GPL28318,HiSeq X Ten (Streptomyces bingchenggensis),high-throughput sequencing,Streptomyces bingchenggensis,0,28,3,GEO,27-Mar-20
GPL28319,Ion Torrent Proton (Gallus gallus),high-throughput sequencing,Gallus gallus,0,6,1,GEO,27-Mar-20
GPL28307,Illumina MiSeq (unidentified soil bacteria),high-throughput sequencing,unidentified soil bacteria,0,3,1,GEO,26-Mar-20
GPL28310,BGISEQ-500 (Pseudomonas savastanoi pv. phaseolicola 1448A),high-throughput sequencing,Pseudomonas savastanoi pv. phaseolicola 1448A,0,125,1,GEO,26-Mar-20
GPL28313,Illumina HiSeq 2500 (Pyrus pyrifolia),high-throughput sequencing,Pyrus pyrifolia,0,2,1,GEO,26-Mar-20
GPL28314,Illumina HiSeq 2500 (Escherichia coli str. K-12 substr. W3110),high-throughput sequencing,Escherichia coli str. K-12 substr. W3110,0,8,1,GEO,26-Mar-20
GPL28301,RiboBio RiboArrayTM lncDETECTTM Human Array 1×40K (A10301-1-40),in situ oligonucleotide,Homo sapiens,0,2,1,Yu Yu,25-Mar-20
GPL28303,Illumina HiSeq 2500 (Piaractus mesopotamicus),high-throughput sequencing,Piaractus mesopotamicus,0,5,1,GEO,25-Mar-20
GPL28304,Illumina HiSeq 2500 (Piaractus mesopotamicus x Colossoma macropomum),high-throughput sequencing,Piaractus mesopotamicus x Colossoma macropomum,0,5,1,GEO,25-Mar-20
GPL28305,Illumina HiSeq 2000 (Chlamydia trachomatis),high-throughput sequencing,Chlamydia trachomatis,0,9,1,GEO,25-Mar-20
GPL24051,Agilent-070156 Human miRNA 8X60K Array V21.0 (Feature Number version),in situ oligonucleotide,Homo sapiens,53144,8,1,Chad Creighton,24-Mar-20
GPL28300,Illumina NovaSeq 6000 (Brassica rapa),high-throughput sequencing,Brassica rapa,0,110,11,GEO,24-Mar-20
GPL28299,Illumina HiSeq 4000 (Stylosanthes guianensis),high-throughput sequencing,Stylosanthes guianensis,0,12,2,GEO,23-Mar-20
GPL27959,[MtubEX1] Affymetrix Custom GeneChip Mycobacterium tuberculosis,in situ oligonucleotide,Mycobacterium tuberculosis,5360,46,1,Philip Kam Weng Kwan,22-Mar-20
GPL28297,Illumina HiSeq 4000 (Escherichia coli; Pseudomonas putida KT2440),high-throughput sequencing,Escherichia coli;Pseudomonas putida KT2440,0,3,1,GEO,21-Mar-20
GPL28294,Illumina NextSeq 500 (Marmota monax),high-throughput sequencing,Marmota monax,0,4,1,GEO,20-Mar-20
GPL28295,Illumina HiSeq 2500 (Desmophyllum pertusum),high-throughput sequencing,Desmophyllum pertusum,0,36,1,GEO,20-Mar-20
GPL28296,Ion Torrent PGM (Klebsiella pneumoniae),high-throughput sequencing,Klebsiella pneumoniae,0,16,1,GEO,20-Mar-20
GPL25932,[RJPGene-1_1-st] Affymetrix Rice (US) Gene 1.0 ST Array [transcript (gene) version],in situ oligonucleotide,Oryza sativa,36643,132,4,Pascal Gantet,19-Mar-20
GPL28287,Prime PCR LncRNA Array,RT-PCR,Homo sapiens,96,6,1,Yong Zhou,19-Mar-20
GPL28290,DNBSEQ-G400 (Arabidopsis thaliana),high-throughput sequencing,Arabidopsis thaliana,0,536,27,GEO,19-Mar-20
GPL28291,Illumina HiSeq 2500 (Halanaerobium congolense),high-throughput sequencing,Halanaerobium congolense,0,13,1,GEO,19-Mar-20
GPL27488,Agilent-045772  F. candida 1209_SBC [Probe Name],in situ oligonucleotide,Folsomia candida,6223,18,1,Qianqian Zhang,18-Mar-20
GPL28285,NanoString nCounter PanCancer Immune Profiling Panel,other,Homo sapiens,784,121,2,Oliver Weigert,18-Mar-20
GPL28275,NanoString nCounter Elements XT,other,Homo sapiens,24,104,1,Oliver Weigert,17-Mar-20
GPL28280,Illumina HiSeq 4000 (Juglans regia),high-throughput sequencing,Juglans regia,0,30,1,GEO,17-Mar-20
GPL28282,Illumina NovaSeq 6000 (Dengue virus 1 Nauru/West Pac/1974; Homo sapiens),high-throughput sequencing,Dengue virus 1 Nauru/West Pac/1974;Homo sapiens,0,3,2,GEO,17-Mar-20
GPL28283,Illumina NovaSeq 6000 (Dengue virus; Homo sapiens),high-throughput sequencing,Dengue virus;Homo sapiens,0,3,2,GEO,17-Mar-20
GPL28284,Illumina HiSeq 2000 (Pecten maximus),high-throughput sequencing,Pecten maximus,0,2,1,GEO,17-Mar-20
GPL28273,Illumina HiSeq 2000 (Cronobacter sakazakii),high-throughput sequencing,Cronobacter sakazakii,0,5,1,GEO,16-Mar-20
GPL28274,Illumina HiSeq 2000 (feces metagenome),high-throughput sequencing,feces metagenome,0,16,1,GEO,16-Mar-20
GPL28277,Illumina HiSeq 2500 (Sphingomonas sp. AAP5),high-throughput sequencing,Sphingomonas sp. AAP5,0,21,3,GEO,16-Mar-20
GPL28278,Illumina NextSeq 500 (Bacteroides thetaiotaomicron VPI-5482),high-throughput sequencing,Bacteroides thetaiotaomicron VPI-5482,0,32,2,GEO,16-Mar-20
GPL28279,Illumina HiSeq 2500 (Bacteroides thetaiotaomicron VPI-5482),high-throughput sequencing,Bacteroides thetaiotaomicron VPI-5482,0,12,1,GEO,16-Mar-20
GPL28216,Arraystar nrStar™ Human Functional LncRNA PCR Array,RT-PCR,Homo sapiens,96,6,1,Yunhong Zhan,15-Mar-20
GPL28270,Illumina HumanHT-12 v4 Expression BeadChip [Array_Address_Id],oligonucleotide beads,Homo sapiens,47323,163,6,Ozlem Guzeloglu Kayisli,14-Mar-20
GPL28267,Pseudomonas putida KT2440 plus RP4 plasmid_4plex array,in situ oligonucleotide,Pseudomonas putida KT2440,5501,16,1,Masatoshi Miyakoshi,12-Mar-20
GPL28262,3D-Gene Mouse miRNA Oligo chip,spotted oligonucleotide,Mus musculus,1900,3,2,Naohiro Seo,12-Mar-20
GPL28263,Rexxam(96 lectins) array chip,spotted oligonucleotide,synthetic construct,96,9,1,Naohiro Seo,12-Mar-20
GPL28266,Illumina NextSeq 500 (Bombyx mori; Caenorhabditis elegans; Mus musculus),high-throughput sequencing,Bombyx mori;Caenorhabditis elegans;Mus musculus,0,12,1,GEO,12-Mar-20
GPL28247,Agilent-071956 custom Camellia oleifera gene expression profile chip (Probe Name version),in situ oligonucleotide,Camellia oleifera,35089,24,1,Nan Jiang,11-Mar-20
GPL28259,Illumina HiSeq 2000 (Chlorella sp. HS2),high-throughput sequencing,Chlorella sp. HS2,0,12,1,GEO,11-Mar-20
GPL28260,Illumina HiSeq 2000 (Pyrus communis),high-throughput sequencing,Pyrus communis,0,12,1,GEO,11-Mar-20
GPL23595,081229_Dm_JM_ChIP_1_HX1 Drosophila melanogaster tiling array,in situ oligonucleotide,Drosophila melanogaster,2145036,4,2,John R Manak,10-Mar-20
GPL23596,081229_Dm_JM_ChIP_2_HX1 Drosophila melanogaster tiling array,in situ oligonucleotide,Drosophila melanogaster,2145021,4,2,John R Manak,10-Mar-20
GPL23597,Agilent-064928 DrosophilaManakChip1 G4123A,in situ oligonucleotide,Drosophila melanogaster,969802,14,5,John R Manak,10-Mar-20
GPL23598,Agilent-064901 DrosophilaManakChip2 G4123A,in situ oligonucleotide,Drosophila melanogaster,969326,14,5,John R Manak,10-Mar-20
GPL28243,NanoString nCounter Human Custom Reporter Codeset,other,Homo sapiens,37,28,3,Jamie Ian Vandenberg,10-Mar-20
GPL28246,Illumina NovaSeq 6000 (Fusarium solani),high-throughput sequencing,Fusarium solani,0,12,1,GEO,10-Mar-20
GPL28248,HiSeq X Ten (Toxoplasma gondii),high-throughput sequencing,Toxoplasma gondii,0,36,5,GEO,10-Mar-20
GPL28249,HiSeq X Ten (Sus scrofa; Toxoplasma gondii),high-throughput sequencing,Sus scrofa;Toxoplasma gondii,0,30,2,GEO,10-Mar-20
GPL28250,HiSeq X Ten (Sporobolus alterniflorus),high-throughput sequencing,Sporobolus alterniflorus,0,6,1,GEO,10-Mar-20
GPL28251,HiSeq X Ten (Setaria viridis),high-throughput sequencing,Setaria viridis,0,6,1,GEO,10-Mar-20
GPL28252,NextSeq 550 (Schistosoma mansoni),high-throughput sequencing,Schistosoma mansoni,0,60,6,GEO,10-Mar-20
GPL28244,Illumina HiSeq 2000 (Homo),high-throughput sequencing,Homo,0,14,5,GEO,9-Mar-20
GPL28245,HiSeq X Ten (Pseudomonas savastanoi pv. phaseolicola 1448A),high-throughput sequencing,Pseudomonas savastanoi pv. phaseolicola 1448A,0,388,1,GEO,9-Mar-20
GPL28238,BGISEQ-500 (Columba livia),high-throughput sequencing,Columba livia,0,3,2,GEO,8-Mar-20
GPL28239,Illumina HiSeq 3000 (Physcomitrella patens),high-throughput sequencing,Physcomitrium patens,0,10,1,GEO,8-Mar-20
GPL28240,Illumina NovaSeq 6000 (Callithrix jacchus),high-throughput sequencing,Callithrix jacchus,0,6226,5,GEO,8-Mar-20
GPL28241,Illumina NovaSeq 6000 (Conopomorpha cramerella),high-throughput sequencing,Conopomorpha cramerella,0,3,1,GEO,8-Mar-20
GPL28233,Fluidigm Mouse C1 PCR Assay,RT-PCR,Mus musculus,96,192,1,Michael Januszyk,7-Mar-20
GPL28236,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [HuGene21st_Hs_ENTREZG_18.0.0],in situ oligonucleotide,Homo sapiens,25088,80,1,GEO admin,6-Mar-20
GPL28237,Illumina HiSeq 3000 (Tetranychus urticae),high-throughput sequencing,Tetranychus urticae,0,4,1,GEO,6-Mar-20
GPL26813,Agilent-074191 Zebrafish Gene Expression Microarray 8X60K (Probe Name version),in situ oligonucleotide,Danio rerio,44336,4,1,Vivek Natarajan,5-Mar-20
GPL27906,Fluidigm 96.96 Dynamic array IFC,RT-PCR,Mus musculus,54,41,1,Saeedeh Darzi,5-Mar-20
GPL28221,"Exiqon miRCURY LNA microRNA array, 6th generation [miRBase v16, condensed Probe_ID version]",spotted oligonucleotide,Mus musculus,3556,6,1,Ao Shen,5-Mar-20
GPL28228,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [CDF: Brainarray HuGene10stv1_Hs_REFSEQ_23.0.0],in situ oligonucleotide,Homo sapiens,125281,9,2,GEO admin,5-Mar-20
GPL28229,Illumina HiSeq 4000 (Daucus carota),high-throughput sequencing,Daucus carota,0,10,1,GEO,5-Mar-20
GPL28230,HiSeq X Ten (Cryptococcus neoformans var. grubii H99),high-throughput sequencing,Cryptococcus neoformans var. grubii H99,0,35,2,GEO,5-Mar-20
GPL28231,Illumina HiSeq 4000 (Pseudomonas fluorescens),high-throughput sequencing,Pseudomonas fluorescens,0,4,2,GEO,5-Mar-20
GPL28213,GeoChip 3.0 [Probe-level version],spotted oligonucleotide,Archaea;Bacteria;Fungi;Viruses,24675,6,1,Stefano MOCALI,4-Mar-20
GPL28222,NextSeq 550 (Salmonella enterica subsp. enterica serovar Typhimurium),high-throughput sequencing,Salmonella enterica subsp. enterica serovar Typhimurium,0,18,2,GEO,4-Mar-20
GPL28223,NextSeq 550 (Homo sapiens; Salmonella enterica subsp. enterica serovar Typhimurium),high-throughput sequencing,Homo sapiens;Salmonella enterica subsp. enterica serovar Typhimurium,0,40,1,GEO,4-Mar-20
GPL28224,Illumina NextSeq 500 (Drepana arcuata),high-throughput sequencing,Drepana arcuata,0,6,1,GEO,4-Mar-20
GPL28225,Illumina HiSeq 4000 (Ectocarpus sp. Ec32),high-throughput sequencing,Ectocarpus sp. Ec32,0,79,3,GEO,4-Mar-20
GPL28227,Illumina HiSeq 4000 (Bactrocera dorsalis),high-throughput sequencing,Bactrocera dorsalis,0,0,0,GEO,4-Mar-20
GPL28210,Illumina HiSeq 4000 (Escherichia coli BL21(DE3)),high-throughput sequencing,Escherichia coli BL21(DE3),0,4,1,GEO,3-Mar-20
GPL28211,HiSeq X Ten (Galleria mellonella),high-throughput sequencing,Galleria mellonella,0,8,1,GEO,3-Mar-20
GPL28212,Illumina NovaSeq 6000 (Macaca fascicularis),high-throughput sequencing,Macaca fascicularis,0,599,19,GEO,3-Mar-20
GPL28214,Illumina HiSeq 4000 (Prunus persica),high-throughput sequencing,Prunus persica,0,48,1,GEO,3-Mar-20
GPL28215,Illumina HiSeq 4000 (Saccharomyces cerevisiae; Schizosaccharomyces pombe),high-throughput sequencing,Saccharomyces cerevisiae;Schizosaccharomyces pombe,0,32,4,GEO,3-Mar-20
GPL28218,Illumina MiSeq (Yersinia ruckeri),high-throughput sequencing,Yersinia ruckeri,0,20,1,GEO,3-Mar-20
GPL24854,Agilent-074004 Tomato Custom Microarray Design,in situ oligonucleotide,Solanum lycopersicum,45220,8,1,Archana Koul,2-Mar-20
GPL28205,Illumina HiSeq 2000 (Drosophila melanogaster; Homo sapiens),high-throughput sequencing,Drosophila melanogaster;Homo sapiens,0,36,2,GEO,2-Mar-20
GPL28207,Illumina HiSeq 2000 (Escherichia coli; Escherichia virus T4),high-throughput sequencing,Escherichia coli;Tequatrovirus T4,0,2,1,GEO,2-Mar-20
GPL28208,Illumina HiSeq 3000 (Synechococcus sp. WH 7803),high-throughput sequencing,Synechococcus sp. WH 7803,0,154,1,GEO,2-Mar-20
GPL28209,HiSeq X Ten (Metarhizium robertsii ARSEF 2575),high-throughput sequencing,Metarhizium robertsii ARSEF 2575,0,2,1,GEO,2-Mar-20
GPL23191,Ocimum Biosolutions human oligo array (19K),spotted oligonucleotide,Homo sapiens,19807,0,0,Marja Steenman,1-Mar-20
GPL28204,Illumina HiSeq 3000 (Pimephales promelas),high-throughput sequencing,Pimephales promelas,0,16,1,GEO,28-Feb-20
GPL28203,Illumina HiSeq 2000 (Laxus oneistus),high-throughput sequencing,Laxus oneistus,0,33,2,GEO,27-Feb-20
GPL28198,Illumina NovaSeq 6000 (Spinacia oleracea),high-throughput sequencing,Spinacia oleracea,0,24,2,GEO,26-Feb-20
GPL28199,Illumina HiSeq 4000 (Microcebus murinus),high-throughput sequencing,Microcebus murinus,0,6,1,GEO,26-Feb-20
GPL28200,Illumina HiSeq 2000 (Flaveria ramosissima),high-throughput sequencing,Flaveria ramosissima,0,6,2,GEO,26-Feb-20
GPL28201,Illumina HiSeq 2000 (Pinctada fucata),high-throughput sequencing,Pinctada fucata,0,1,1,GEO,26-Feb-20
GPL28196,Illumina NovaSeq 6000 (Thermococcus kodakarensis),high-throughput sequencing,Thermococcus kodakarensis,0,8,1,GEO,25-Feb-20
GPL28197,Illumina HiSeq 2000 (Carassius gibelio),high-throughput sequencing,Carassius gibelio,0,4,1,GEO,25-Feb-20
GPL28187,Illumina NovaSeq 6000 (Toxoplasma gondii RH),high-throughput sequencing,Toxoplasma gondii RH,0,23,1,GEO,24-Feb-20
GPL28189,Illumina HiSeq 2000 (Cochliomyia hominivorax),high-throughput sequencing,Cochliomyia hominivorax,0,4,1,GEO,24-Feb-20
GPL28190,Illumina Genome Analyzer II (Saccharum hybrid cultivar),high-throughput sequencing,Saccharum hybrid cultivar,0,0,0,GEO,24-Feb-20
GPL28191,BGISEQ-500 (Homo sapiens; Mus musculus),high-throughput sequencing,Homo sapiens;Mus musculus,0,7,1,GEO,24-Feb-20
GPL28193,Illumina NextSeq 500 (Mus musculus; Plasmodium chabaudi),high-throughput sequencing,Mus musculus;Plasmodium chabaudi,0,203,1,GEO,24-Feb-20
GPL28194,Illumina NextSeq 500 (Sporothrix schenckii),high-throughput sequencing,Sporothrix schenckii,0,6,1,GEO,24-Feb-20
GPL28186,Illumina HiSeq 2500 (Homo sapiens; Mycobacterium tuberculosis),high-throughput sequencing,Homo sapiens;Mycobacterium tuberculosis,0,6,2,GEO,23-Feb-20
GPL28178,Illumina HiSeq 2000 (Helianthus annuus),high-throughput sequencing,Helianthus annuus,0,142,1,GEO,21-Feb-20
GPL28180,Illumina MiSeq (Mycobacterium phage LadyBird),high-throughput sequencing,Mycobacterium phage LadyBird,0,1,1,GEO,21-Feb-20
GPL28182,Ion Torrent Proton (Bacillus thuringiensis),high-throughput sequencing,Bacillus thuringiensis,0,14,1,GEO,21-Feb-20
GPL28183,Ion Torrent Proton (Klebsiella oxytoca),high-throughput sequencing,Klebsiella oxytoca,0,14,1,GEO,21-Feb-20
GPL28185,Illumina HiSeq 4000 (Homo sapiens; Plasmodium berghei),high-throughput sequencing,Homo sapiens;Plasmodium berghei,0,31,1,GEO,21-Feb-20
GPL24629,Agilent-028178 Mouse Promoter ChIP-on-Chip Microarray,in situ oligonucleotide,Mus musculus,416348,12,2,Keisuke Katsushima,20-Feb-20
GPL28175,Illumina NextSeq 500 (Saccharomyces cerevisiae S288C),high-throughput sequencing,Saccharomyces cerevisiae S288C,0,12,1,GEO,20-Feb-20
GPL28173,Illumina NextSeq 500 (Saccharomyces cerevisiae; Schizosaccharomyces pombe),high-throughput sequencing,Saccharomyces cerevisiae;Schizosaccharomyces pombe,0,48,1,GEO,19-Feb-20
GPL28174,NextSeq 550 (Candida albicans SC5314),high-throughput sequencing,Candida albicans SC5314,0,27,1,GEO,19-Feb-20
GPL27859,Agilent-049395 P.falciparum 3D7 048998 [PROBE NAME VERSION],in situ oligonucleotide,Plasmodium falciparum,7830,3,2,Yilong Zhang,18-Feb-20
GPL28172,BGISEQ-500 (Human alphaherpesvirus 1; Mus musculus),high-throughput sequencing,Human alphaherpesvirus 1;Mus musculus,0,6,2,GEO,18-Feb-20
GPL28152,Illumina Goat IGGC_conf_60K Genotyping BeadChip (GoatIGGC_conf_60K),oligonucleotide beads,Capra hircus,53347,372,2,Illumina Inc.,16-Feb-20
GPL28153,HiSeq X Ten (Suaeda salsa),high-throughput sequencing,Suaeda salsa,0,6,1,GEO,16-Feb-20
GPL28148,Agilent-084217 CapitalBio Technology Human CircRNA Array v2 [full-layout],in situ oligonucleotide,Homo sapiens,175875,98,13,Zhi Ma,14-Feb-20
GPL28150,Illumina HiSeq 2500 (Penicillium expansum),high-throughput sequencing,Penicillium expansum,0,8,1,GEO,14-Feb-20
GPL28151,Illumina HiSeq 2500 (Penicillium crustosum),high-throughput sequencing,Penicillium crustosum,0,8,1,GEO,14-Feb-20
GPL28147,Illumina HiSeq 1500 (Equus caballus),high-throughput sequencing,Equus caballus,0,16,1,GEO,13-Feb-20
GPL28008,Qiagen Human Custom RT² PCR Arrays [catalog 331223],RT-PCR,Homo sapiens,96,6,1,Peng Shen,12-Feb-20
GPL28146,Illumina Hiseq 2500 (Homo sapiens; Mus musculus),high-throughput sequencing,Homo sapiens;Mus musculus,0,3,3,GEO,12-Feb-20
GPL27821,Qiagen Human Custom RT² lncRNA qPCR Assay,RT-PCR,Homo sapiens,96,6,1,Yong Zhou,11-Feb-20
GPL28145,Illumina HiSeq 2000 (Psychotria revoluta),high-throughput sequencing,Psychotria revoluta,0,2,2,GEO,11-Feb-20
GPL28136,Illumina HiSeq 4000 (Quercus ilex),high-throughput sequencing,Quercus ilex,0,12,1,GEO,10-Feb-20
GPL28137,Illumina HiSeq 2000 (Thalassiosira oceanica CCMP1005),high-throughput sequencing,Thalassiosira oceanica CCMP1005,0,9,1,GEO,10-Feb-20
GPL28138,Illumina HiSeq 2000 (Acropora tenuis; Cladocopium goreaui),high-throughput sequencing,Acropora tenuis;Cladocopium goreaui,0,12,1,GEO,10-Feb-20
GPL28139,Illumina HiSeq 2000 (Acropora tenuis),high-throughput sequencing,Acropora tenuis,0,12,1,GEO,10-Feb-20
GPL28141,Illumina NextSeq 500 (Rhodobacter sphaeroides 2.4.1),high-throughput sequencing,Cereibacter sphaeroides 2.4.1,0,35,3,GEO,10-Feb-20
GPL28142,Illumina NextSeq 500 (Bordetella bronchiseptica),high-throughput sequencing,Bordetella bronchiseptica,0,4,1,GEO,10-Feb-20
GPL24460,"NanoString nCounter [4-gene signature (MMP1, COL4A1, P4HA2 and THBS2)]",other,Homo sapiens,34,575,1,Igor Jurisica,7-Feb-20
GPL28134,Illumina NovaSeq 6000 (Anas platyrhynchos),high-throughput sequencing,Anas platyrhynchos,0,29,3,GEO,7-Feb-20
GPL28129,Illumina HiSeq 2500 (Ursus arctos),high-throughput sequencing,Ursus arctos,0,12,1,GEO,6-Feb-20
GPL28133,Illumina NovaSeq 6000 (Streptomyces tsukubensis NRRL18488),high-throughput sequencing,Streptomyces tsukubensis NRRL18488,0,4,1,GEO,6-Feb-20
GPL28114,Agilent-074334 Genotypic_EA933_Japanese_medaka_GXP_4x44K_ArrayDesign (Probe Name version),in situ oligonucleotide,Oryzias latipes,22833,16,1,Valerie Langlios,5-Feb-20
GPL28120,NextSeq 550 (Pseudomonas fluorescens),high-throughput sequencing,Pseudomonas fluorescens,0,75,4,GEO,5-Feb-20
GPL28123,Illumina NovaSeq 6000 (Citrullus lanatus),high-throughput sequencing,Citrullus lanatus,0,46,3,GEO,5-Feb-20
GPL28125,Illumina HiSeq 4000 (Streptomyces tsukubensis NRRL18488),high-throughput sequencing,Streptomyces tsukubensis NRRL18488,0,6,1,GEO,5-Feb-20
GPL28126,NextSeq 550 (Escherichia coli),high-throughput sequencing,Escherichia coli,0,72,14,GEO,5-Feb-20
GPL28127,HiSeq X Ten (Pan troglodytes),high-throughput sequencing,Pan troglodytes,0,58,5,GEO,5-Feb-20
GPL28128,HiSeq X Ten (Homo sapiens; Pan troglodytes),high-throughput sequencing,Homo sapiens;Pan troglodytes,0,13,2,GEO,5-Feb-20
GPL28112,Illumina HiSeq 4000 (Anser cygnoides),high-throughput sequencing,Anser cygnoides,0,11,1,GEO,4-Feb-20
GPL28113,Illumina HiSeq 2500 (Cairina moschata),high-throughput sequencing,Cairina moschata,0,9,1,GEO,4-Feb-20
GPL28115,NextSeq 550 (Bacillus subtilis PY79),high-throughput sequencing,Bacillus subtilis PY79,0,125,3,GEO,4-Feb-20
GPL28116,NextSeq 550 (Staphylococcus aureus),high-throughput sequencing,Staphylococcus aureus,0,39,6,GEO,4-Feb-20
GPL28117,Illumina HiSeq 4000 (Plasmodium berghei),high-throughput sequencing,Plasmodium berghei,0,12,2,GEO,4-Feb-20
GPL27864,NanoString nCounter® Mouse AD panel,other,Mus musculus,805,155,1,Christoph Preuss,3-Feb-20
GPL28110,Illumina HiSeq 2500 (Piper nigrum),high-throughput sequencing,Piper nigrum,0,0,0,GEO,3-Feb-20
GPL28109,Illumina HiSeq 2500 (Serratia marcescens),high-throughput sequencing,Serratia marcescens,0,16,2,GEO,2-Feb-20
GPL28103,Illumina MiSeq (Escherichia coli DH5[alpha]),high-throughput sequencing,Escherichia coli DH5[alpha],0,2,1,GEO,31-Jan-20
GPL28104,Illumina NextSeq 500 (Escherichia coli DH5[alpha]),high-throughput sequencing,Escherichia coli DH5[alpha],0,11,3,GEO,31-Jan-20
GPL28108,Illumina HiSeq 2500 (Saccharomyces bayanus; Saccharomyces cerevisiae),high-throughput sequencing,Saccharomyces bayanus;Saccharomyces cerevisiae,0,1,1,GEO,31-Jan-20
GPL28095,Agilent-021542 miRNA-v3.2-8x15K array [Feature Number],in situ oligonucleotide,Caenorhabditis elegans;Danio rerio;Drosophila melanogaster;Gallus gallus;Homo sapiens;Mus musculus;Rattus norvegicus,15744,24,1,Andrea J Barczak,30-Jan-20
GPL28096,Illumina NextSeq 500 (Mycobacteroides chelonae),high-throughput sequencing,Mycobacteroides chelonae,0,12,1,GEO,30-Jan-20
